id_tracking_company,id_talent_req,id_company,nama_perusahaan,posisi,jenis_penempatan,bidang_studi_dicari,progress,request_date,send_date,jumlah_permintaan,jumlah_dikirimkan,list_nim,status_pengiriman
TC8176,TR8176,C1211,CV Daya Data,Mechanical Engineer Intern,Magang,Teknik Mesin,Submitted,2024-06-21,2024-06-29,5,6,"20216782,20228754,202111158,202316629,202213388,20200657",Sudah Dikirim
TC8177,TR8177,C737,CV Bakti Cerdas,Graphic Designer,Part-time,Desain Komunikasi Visual,On Review,2024-05-17,2024-05-20,3,3,"202217857,202320416,202223488",Sudah Dikirim
TC8178,TR8178,C841,PT Perkasa Gemilang,Risk Analyst,Magang,"Manajemen, Akuntansi",On Review,2024-07-04,2024-07-16,1,3,"202212297,202211877,202223102",Sudah Dikirim
TC8179,TR8179,C584,PT Mega Inovasi,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Shortlisted,2024-06-11,2024-07-02,2,3,"202112933,20210294,202312360",Sudah Dikirim
TC8180,TR8180,C1017,CV Makmur Inovasi,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Shortlisted,2024-02-10,2024-02-15,1,1,202115332,Sudah Dikirim
TC8181,TR8181,C544,CV Solusi Systems,Supply Chain Analyst,Magang,"Teknik Industri, Sistem Informasi",Closed,2024-02-02,2024-02-10,5,6,"202017162,20209425,202322495,202010145,202121520,202216969",Sudah Dikirim
TC8182,TR8182,C924,PT Inti Utama,Internal Auditor,Full-time,Akuntansi,On Review,2024-03-30,2024-04-06,3,4,"201924105,20239596,202222681,202224949",Sudah Dikirim
TC8183,TR8183,C1489,CV Karya Media,Instructional Designer,Magang,"Psikologi, Ilmu Komunikasi",On Review,2024-02-18,2024-03-01,5,7,"202220843,202224967,202116608,202111448,202011901,202315443,202323991",Sudah Dikirim
TC8184,TR8184,C1416,CV Bina Cerdas,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Shortlisted,2024-04-13,2024-04-18,5,5,"202013438,20224324,20216104,202223634,202217936",Sudah Dikirim
TC8185,TR8185,C536,PT Bakti Nusantara,Underwriting Intern,Full-time,"Akuntansi, Manajemen",Shortlisted,2024-05-12,2024-05-18,4,5,"202217120,202220183,202112220,20237723,20222296",Sudah Dikirim
TC8186,TR8186,C027,PT Gemilang Sejahtera,Full Stack Developer,Magang,"Informatika, Sistem Informasi",Closed,2024-07-03,2024-07-06,4,5,"202111311,202218206,20227240,20218149,202220664",Sudah Dikirim
TC8187,TR8187,C1257,PT Solusi Informatika,Data Analyst,Part-time,"Manajemen, Sistem Informasi",Shortlisted,2024-06-04,2024-06-22,2,4,"202122697,20213664,202111369,20237291",Sudah Dikirim
TC8188,TR8188,C530,PT Sukses Pratama,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-05-30,2024-06-09,4,5,"20212238,202321696,202220916,20237334,202312567",Sudah Dikirim
TC8189,TR8189,C713,PT Perkasa Sentosa,DevOps Engineer,Magang,"Informatika, Sistem Informasi",Submitted,2024-04-06,2024-04-20,5,6,"20221794,202013041,202119630,202124310,20223567,20222375",Sudah Dikirim
TC8190,TR8190,C197,PT Graha Pratama,Data Analyst,Part-time,"Ekonomi Pembangunan, Statistika",On Review,2024-05-23,2024-06-07,3,4,"202111710,202220852,202223800,202223397",Sudah Dikirim
TC8191,TR8191,C1062,PT Indo Solusi,Business Analyst,Part-time,"Sistem Informasi, Statistika",Submitted,2024-03-13,2024-03-21,3,3,"20221567,20214616,202318749",Sudah Dikirim
TC8192,TR8192,C1312,PT Kreasi Systems,Risk Analyst,Magang,"Manajemen, Statistika",Closed,2024-03-13,2024-03-27,2,5,"202323426,202216056,202321003,202112024,20222060",Sudah Dikirim
TC8193,TR8193,C1408,PT Bumi Analitika,Data Analyst,Magang,"Ekonomi Pembangunan, Statistika",Shortlisted,2024-06-01,2024-06-20,1,2,"202124397,202318772",Sudah Dikirim
TC8194,TR8194,C851,PT Media Indonesia,Data Analyst,Magang,"Manajemen, Sistem Informasi",Closed,2024-02-28,2024-03-10,2,2,"202322169,202114017",Sudah Dikirim
TC8195,TR8195,C141,PT Gemilang Cerdas,Data Analyst,Part-time,"Ekonomi Pembangunan, Sistem Informasi",On Review,2024-07-05,2024-07-22,5,6,"20210342,20216201,202022776,202219279,202216488,20222831",Sudah Dikirim
TC8196,TR8196,C1072,PT Cipta Sentosa,IT Support,Magang,"Pendidikan Teknik Informatika, Informatika",Shortlisted,2024-02-21,2024-03-04,2,3,"202221168,20200483,20219338",Sudah Dikirim
TC8197,TR8197,C007,CV Bumi Terapan,Customer Success Intern,Full-time,"Ilmu Komunikasi, Psikologi",Closed,2024-05-08,2024-05-21,5,5,"20218561,202122251,201924032,202324708,20234384",Sudah Dikirim
TC8198,TR8198,C994,CV Mitra Inovasi,Regulatory Affairs Intern,Magang,"Farmasi, Ilmu Hukum",Closed,2024-07-14,2024-07-22,2,4,"202124888,202012589,202123453,20239709",Sudah Dikirim
TC8199,TR8199,C546,PT Inovasi Solusi,Consultant Intern,Part-time,"Ekonomi Pembangunan, Sistem Informasi",Submitted,2024-07-02,2024-07-17,2,2,"202218777,20202358",Sudah Dikirim
TC8200,TR8200,C480,CV Bakti Sentosa,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",Shortlisted,2024-02-14,2024-02-27,2,4,"202023335,202117745,202113030,20234794",Sudah Dikirim
TC8201,TR8201,C249,PT Cakra Pratama,IT Support,Magang,"Teknik Elektro, Informatika",On Review,2024-07-26,2024-08-15,3,3,"202122796,20216998,202323412",Sudah Dikirim
TC8202,TR8202,C388,PT Prima Perkasa,IT Support,Magang,"Sistem Informasi, Informatika",Closed,2024-04-08,2024-04-29,4,4,"202110399,202211793,202311996,202319592",Sudah Dikirim
TC8203,TR8203,C1447,CV Esa Bangsa,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Submitted,2024-06-15,2024-06-18,5,6,"20220552,202121782,20239264,202016996,202011972,20225405",Sudah Dikirim
TC8204,TR8204,C1466,PT Media Utama,Data Analyst,Magang,"Sistem Informasi, Manajemen",On Review,2024-05-16,2024-05-31,1,4,"202023359,202120433,20227567,201921981",Sudah Dikirim
TC8205,TR8205,C486,PT Mega Data,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2024-07-11,2024-07-22,1,3,"20228754,20239579,202318865",Sudah Dikirim
TC8206,TR8206,C715,CV Bangkit Kreatif,IT Support,Magang,"Teknik Elektro, Sistem Informasi",Closed,2024-05-28,2024-06-09,3,5,"20239526,201914475,20212076,202113245,20231766",Sudah Dikirim
TC8207,TR8207,C337,PT Nusa Logistik,Customer Success Intern,Magang,"Manajemen, Psikologi",Shortlisted,2024-03-05,2024-03-19,3,3,"202119407,202322175,20221022",Sudah Dikirim
TC8208,TR8208,C1439,PT Solusi Nusantara,Research Intern,Full-time,"Statistika, Psikologi",Shortlisted,2024-07-13,2024-07-24,3,5,"202224967,20223429,202111409,202112665,202213743",Sudah Dikirim
TC8209,TR8209,C337,PT Nusa Logistik,Customer Success Intern,Magang,"Manajemen, Psikologi",Shortlisted,2024-07-05,2024-07-09,3,5,"20221253,202316669,20213767,202124953,202019339",Sudah Dikirim
TC8210,TR8210,C969,PT Andalas Bersama,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2024-03-15,2024-04-01,1,2,"20229657,20208676",Sudah Dikirim
TC8211,TR8211,C874,PT Mandiri Terapan,Full Stack Developer,Magang,"Informatika, Sistem Informasi",Submitted,2024-03-02,2024-03-15,3,6,"202113324,202121616,201922960,20236451,20229453,202121530",Sudah Dikirim
TC8212,TR8212,C310,PT Sentosa Media,Marketing Intern,Part-time,"Manajemen, Ilmu Komunikasi",Submitted,2024-07-05,2024-07-22,1,3,"20217752,202110167,202113057",Sudah Dikirim
TC8213,TR8213,C024,PT Karya Media,IT Support,Magang,"Informatika, Teknik Elektro",On Review,2024-05-11,2024-05-16,2,3,"20212840,20221560,202116945",Sudah Dikirim
TC8214,TR8214,C1341,CV Abadi Karya,Graphic Designer,Part-time,Desain Komunikasi Visual,On Review,2024-03-17,2024-04-06,2,3,"20225405,20203186,20239176",Sudah Dikirim
TC8215,TR8215,C1045,CV Sukses Karya,Quality Control Staff,Part-time,"Agroteknologi, Farmasi",Submitted,2024-06-02,2024-06-15,1,3,"202214242,202111123,20195234",Sudah Dikirim
TC8216,TR8216,C1448,CV Solusi Teknologi,Production Planning Intern,Part-time,"Teknik Industri, Manajemen",Closed,2024-02-25,2024-02-29,2,4,"20229439,202112646,202211306,202111678",Sudah Dikirim
TC8217,TR8217,C1207,PT Sukses Solusi,Quality Control Staff,Magang,"Agroteknologi, Teknik Industri",Closed,2024-06-24,2024-06-28,5,7,"202117197,20223610,202211863,202122412,202124762,20233848,202024529",Sudah Dikirim
TC8218,TR8218,C185,CV Mitra Karya,Quality Control Staff,Full-time,"Farmasi, Teknik Industri",Closed,2024-02-10,2024-02-17,1,3,"202224135,20213819,202113473",Sudah Dikirim
TC8219,TR8219,C686,CV Bakti Perkasa,Pharmacist Intern,Magang,Farmasi,On Review,2024-03-23,2024-03-31,4,4,"20208205,201918397,20223392,20225634",Sudah Dikirim
TC8220,TR8220,C165,PT Bina Gemilang,Marketing Staff,Part-time,"Desain Komunikasi Visual, Ilmu Komunikasi",On Review,2024-02-01,2024-02-19,3,5,"20237651,202215848,20216359,20237886,202319571",Sudah Dikirim
TC8221,TR8221,C604,PT Bina Logistik,Project Coordinator Intern,Magang,"Teknik Sipil, Manajemen",On Review,2024-07-13,2024-07-21,2,2,"202123344,202317960",Sudah Dikirim
TC8222,TR8222,C396,PT Abadi Data,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-02-20,2024-03-04,4,5,"20234915,202124781,20217752,202311298,202222925",Sudah Dikirim
TC8223,TR8223,C1255,PT Abadi Informatika,Teaching Assistant,Part-time,Pendidikan Teknik Informatika,Closed,2024-05-13,2024-05-31,1,2,"202223020,202223986",Sudah Dikirim
TC8224,TR8224,C739,PT Bangkit Utama,Data Analyst,Part-time,"Manajemen, Informatika",Closed,2024-05-24,2024-06-01,1,1,20216844,Sudah Dikirim
TC8225,TR8225,C296,PT Sentosa Mandiri,IT Support,Magang,"Teknik Elektro, Informatika",Closed,2024-04-08,2024-04-17,4,5,"202219228,202223885,20221917,20192823,20237718",Sudah Dikirim
TC8226,TR8226,C623,CV Indo Mandiri,Instructional Designer,Part-time,"Pendidikan Teknik Informatika, Ilmu Komunikasi",Shortlisted,2024-03-22,2024-04-09,3,4,"202212303,202215782,20207869,202122314",Sudah Dikirim
TC8227,TR8227,C1456,CV Kreasi Karya,Brand Executive Intern,Magang,"Manajemen, Ilmu Komunikasi",On Review,2024-04-28,2024-05-13,3,4,"20228429,20222257,202310730,202116261",Sudah Dikirim
TC8228,TR8228,C965,PT Bina Digital,Warehouse Staff,Magang,"Teknik Industri, Manajemen",Shortlisted,2024-02-05,2024-02-22,1,3,"202112507,202121289,20233023",Sudah Dikirim
TC8229,TR8229,C525,PT Sejahtera Inovasi,Geologist Intern,Magang,Teknik Sipil,Closed,2024-06-17,2024-06-28,2,2,"202021628,202114001",Sudah Dikirim
TC8230,TR8230,C613,CV Andalas Karya,Agricultural Engineer Intern,Part-time,Agroteknologi,Shortlisted,2024-05-23,2024-05-29,1,3,"202214156,202119732,202016256",Sudah Dikirim
TC8231,TR8231,C1045,CV Sukses Karya,Data Entry Operator,Magang,"Sistem Informasi, Akuntansi",On Review,2024-05-04,2024-05-22,3,5,"20214673,202220240,20210098,20223442,20207923",Sudah Dikirim
TC8232,TR8232,C503,CV Perkasa Kreatif,Data Entry Operator,Part-time,"Sistem Informasi, Akuntansi",Shortlisted,2024-06-26,2024-06-29,1,2,"202220396,202123857",Sudah Dikirim
TC8233,TR8233,C1242,PT Cakra Cerdas,Data Analyst,Part-time,"Manajemen, Statistika",Closed,2024-07-11,2024-07-21,3,4,"20215086,202316622,202217922,20213125",Sudah Dikirim
TC8234,TR8234,C541,PT Inovasi Digital,Supply Chain Intern,Magang,"Teknik Industri, Manajemen",On Review,2024-04-06,2024-04-12,5,7,"202112507,202121151,202220486,202322029,20215297,20194352,202316143",Sudah Dikirim
TC8235,TR8235,C185,CV Mitra Karya,IT Support,Part-time,"Sistem Informasi, Teknik Elektro",Closed,2024-06-06,2024-06-20,4,5,"20223366,202212850,20201969,202113849,202219037",Sudah Dikirim
TC8236,TR8236,C147,PT Bumi Data,IT Support,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",Closed,2024-03-27,2024-04-17,1,2,"202224103,202219934",Sudah Dikirim
TC8237,TR8237,C071,PT Cipta Sejahtera,Business Analyst,Magang,"Informatika, Manajemen",On Review,2024-04-07,2024-04-16,4,7,"202120489,202015960,201916915,20212118,20230795,202117890,20225099",Sudah Dikirim
TC8238,TR8238,C030,PT Kreasi Karya,Mobile Developer,Part-time,"Informatika, Sistem Informasi",Submitted,2024-07-13,2024-08-02,1,2,"20231655,201918410",Sudah Dikirim
TC8239,TR8239,C441,CV Graha Bangsa,Copywriter,Magang,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-03-18,2024-03-24,2,3,"202111960,202115457,202122149",Sudah Dikirim
TC8240,TR8240,C1036,CV Bakti Digital,Digital Marketing Intern,Magang,"Ilmu Komunikasi, Manajemen",Submitted,2024-06-20,2024-07-06,1,2,"20221151,202115720",Sudah Dikirim
TC8241,TR8241,C805,PT Mitra Teknologi,Consultant Intern,Part-time,"Ekonomi Pembangunan, Manajemen",Shortlisted,2024-02-08,2024-02-16,3,4,"20207990,202114617,20215297,202322444",Sudah Dikirim
TC8242,TR8242,C852,PT Andalas Utama,IT Staff,Part-time,"Teknik Elektro, Informatika",Submitted,2024-02-15,2024-03-07,2,3,"202224129,20212719,20209999",Sudah Dikirim
TC8243,TR8243,C970,CV Mandiri Konsultan,Quality Control Staff,Magang,"Farmasi, Teknik Mesin",On Review,2024-07-22,2024-08-12,2,5,"202110617,202318741,202316438,202123347,202217537",Sudah Dikirim
TC8244,TR8244,C440,PT Kreasi Sentosa,Data Science Intern,Full-time,"Sistem Informasi, Informatika",Closed,2024-05-15,2024-05-30,1,1,202015865,Sudah Dikirim
TC8245,TR8245,C578,PT Bumi Pratama,Mechanical Engineer Intern,Part-time,Teknik Mesin,On Review,2024-03-26,2024-03-31,3,5,"202110276,202017760,202111760,202010990,20211265",Sudah Dikirim
TC8246,TR8246,C249,PT Cakra Pratama,IT Support,Part-time,"Sistem Informasi, Informatika",On Review,2024-07-07,2024-07-26,1,2,"202213281,20211867",Sudah Dikirim
TC8247,TR8247,C210,PT Bumi Informatika,Research Assistant,Full-time,"Farmasi, Statistika",On Review,2024-02-25,2024-03-03,4,5,"202111734,202323317,20216644,20227139,20228837",Sudah Dikirim
TC8248,TR8248,C801,CV Mandiri Karya,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",On Review,2024-02-17,2024-03-09,5,8,"20235315,20221557,20224064,202224870,202210908,202021922,202215782,20218231",Sudah Dikirim
TC8249,TR8249,C525,PT Sejahtera Inovasi,Environmental Analyst,Part-time,"Agroteknologi, Teknik Sipil",Closed,2024-02-21,2024-03-12,1,3,"20217149,202217354,20226340",Sudah Dikirim
TC8250,TR8250,C018,CV Inti Nusantara,Customer Service Intern,Magang,"Manajemen, Psikologi",Shortlisted,2024-04-05,2024-04-11,4,5,"20232114,202317046,20226770,20202666,20203952",Sudah Dikirim
TC8251,TR8251,C1160,PT Mitra Global,Underwriting Intern,Magang,"Akuntansi, Manajemen",Closed,2024-02-13,2024-02-21,2,3,"20232288,202123236,20204994",Sudah Dikirim
TC8252,TR8252,C055,PT Sinergi Sentosa,Warehouse Staff,Magang,"Teknik Industri, Manajemen",Shortlisted,2024-07-09,2024-07-26,1,2,"202214596,20214896",Sudah Dikirim
TC8253,TR8253,C231,PT Nusa Systems,Research Associate,Magang,Sistem Informasi,Submitted,2024-03-04,2024-03-19,1,3,"202323960,20228454,202224611",Sudah Dikirim
TC8254,TR8254,C893,PT Bangkit Global,Data Entry Operator,Magang,"Manajemen, Akuntansi",Closed,2024-04-10,2024-04-15,2,5,"20211433,202216144,202217870,20206123,202023167",Sudah Dikirim
TC8255,TR8255,C1307,CV Esa Abadi,Digital Marketing Intern,Part-time,"Manajemen, Desain Komunikasi Visual",On Review,2024-07-07,2024-07-21,1,1,202224432,Sudah Dikirim
TC8256,TR8256,C202,PT Sukses Logistik,Data Analyst,Full-time,"Sistem Informasi, Manajemen",On Review,2024-05-28,2024-06-07,4,5,"20217671,202124589,202118330,202321489,202220188",Sudah Dikirim
TC8257,TR8257,C1088,PT Solusi Konsultan,Data Entry Operator,Part-time,"Akuntansi, Manajemen",Draft,2024-05-29,,2,0,,Belum Dikirim
TC8258,TR8258,C642,CV Cipta Kreatif,Customer Success Intern,Full-time,"Ilmu Komunikasi, Manajemen",On Review,2024-06-03,2024-06-19,1,3,"202122517,20228384,20213085",Sudah Dikirim
TC8259,TR8259,C270,PT Bangkit Kreatif,Data Analyst,Part-time,"Ekonomi Pembangunan, Manajemen",Shortlisted,2024-03-31,2024-04-14,3,5,"20236729,202211175,202112552,202213624,202120145",Sudah Dikirim
TC8260,TR8260,C1257,PT Solusi Informatika,Geologist Intern,Magang,Teknik Sipil,Shortlisted,2024-07-03,2024-07-20,2,2,"201917426,20212490",Sudah Dikirim
TC8261,TR8261,C277,PT Daya Konsultan,Lab Technician Intern,Magang,"Farmasi, Agroteknologi",Shortlisted,2024-02-26,2024-03-04,3,5,"20216521,202321090,202218340,202116604,202222768",Sudah Dikirim
TC8262,TR8262,C596,CV Nusa Indonesia,Business Analyst,Magang,"Sistem Informasi, Informatika",Closed,2024-06-05,2024-06-11,3,5,"202215318,202013516,20215963,20204696,202211348",Sudah Dikirim
TC8263,TR8263,C612,PT Andalas Mandiri,IT Support,Magang,"Sistem Informasi, Pendidikan Teknik Informatika",Closed,2024-03-07,2024-03-17,2,4,"202016961,20225797,202119954,202215968",Sudah Dikirim
TC8264,TR8264,C128,PT Andalas Media,UI/UX Designer,Magang,"Informatika, Desain Komunikasi Visual",Closed,2024-05-02,2024-05-05,2,4,"20219869,201919798,20232143,20212354",Sudah Dikirim
TC8265,TR8265,C452,PT Bumi Utama,Underwriting Intern,Magang,"Akuntansi, Manajemen",Shortlisted,2024-04-11,2024-04-18,5,6,"202217505,202113008,202224701,202222377,202122099,20210696",Sudah Dikirim
TC8266,TR8266,C1386,PT Mandiri Perkasa,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-02-09,2024-02-13,1,1,20229513,Sudah Dikirim
TC8267,TR8267,C554,PT Inovasi Indonesia,Civil Engineer Intern,Magang,Teknik Sipil,Shortlisted,2024-06-06,2024-06-10,4,5,"20197322,20192292,20222001,202120748,20198914",Sudah Dikirim
TC8268,TR8268,C612,PT Andalas Mandiri,Supply Chain Analyst,Part-time,"Teknik Industri, Manajemen",Closed,2024-06-04,2024-06-24,2,4,"202115720,202216480,202219137,202223102",Sudah Dikirim
TC8269,TR8269,C734,PT Nusa Pratama,Industrial Engineer Intern,Part-time,Teknik Industri,Submitted,2024-05-31,2024-06-14,2,3,"20219037,202110689,202013398",Sudah Dikirim
TC8270,TR8270,C1309,PT Daya Terapan,Business Analyst,Magang,"Sistem Informasi, Informatika",Shortlisted,2024-04-14,2024-05-04,1,1,20238566,Sudah Dikirim
TC8271,TR8271,C984,CV Sejahtera Digital,Financial Analyst,Magang,"Manajemen, Akuntansi",Closed,2024-07-05,2024-07-13,1,1,202317560,Sudah Dikirim
TC8272,TR8272,C1236,PT Bangkit Perkasa,Business Analyst,Magang,"Statistika, Manajemen",Closed,2024-06-16,2024-06-28,2,4,"202211954,20233588,202220441,202317501",Sudah Dikirim
TC8273,TR8273,C1140,PT Bina Sentosa,NOC Technician,Magang,"Informatika, Teknik Elektro",Submitted,2024-07-26,2024-08-16,2,3,"20237538,202219792,202316055",Sudah Dikirim
TC8274,TR8274,C1260,CV Mitra Bersama,Teaching Assistant,Magang,Pendidikan Teknik Informatika,Closed,2024-04-03,2024-04-10,2,4,"202016325,202218866,20235138,202111114",Sudah Dikirim
TC8275,TR8275,C520,PT Digital Sentosa,Data Analyst,Part-time,"Informatika, Sistem Informasi",On Review,2024-03-23,2024-04-09,2,4,"20222181,20220309,20213673,202224216",Sudah Dikirim
TC8276,TR8276,C1192,PT Inti Karya,Research Assistant,Magang,"Psikologi, Agroteknologi",Shortlisted,2024-03-25,2024-04-09,1,2,"20233226,20220385",Sudah Dikirim
TC8277,TR8277,C1463,PT Sejahtera Media,Teaching Assistant,Full-time,Pendidikan Teknik Informatika,Closed,2024-05-02,2024-05-12,1,2,"20220102,202110151",Sudah Dikirim
TC8278,TR8278,C786,PT Indo Mandiri,Actuarial Analyst Intern,Part-time,"Statistika, Akuntansi",On Review,2024-05-03,2024-05-22,2,3,"202319471,202114329,202022335",Sudah Dikirim
TC8279,TR8279,C1050,PT Bakti Teknologi,NOC Technician,Magang,"Informatika, Teknik Elektro",Submitted,2024-05-01,2024-05-05,4,6,"202219792,202311898,202124582,202013513,202114800,20231571",Sudah Dikirim
TC8280,TR8280,C453,CV Sentosa Makmur,Visual Merchandiser Intern,Full-time,Desain Komunikasi Visual,Shortlisted,2024-04-27,2024-05-04,2,2,"20236779,2",Sudah Dikirim
TC8281,TR8281,C933,CV Sinergi Bangsa,Operations Intern,Magang,"Teknik Industri, Manajemen",On Review,2024-05-17,2024-05-29,4,4,"202019130,202120577,201923501,202223102",Sudah Dikirim
TC8282,TR8282,C473,PT Cakra Gemilang,Warehouse Staff,Magang,"Teknik Industri, Manajemen",Closed,2024-06-25,2024-07-09,3,6,"202319746,202114464,20236105,202224831,202219539,20235079",Sudah Dikirim
TC8283,TR8283,C122,CV Andalas Sejahtera,Business Development Intern,Part-time,"Manajemen, Ilmu Komunikasi",Submitted,2024-06-09,2024-06-12,3,6,"20236049,202119727,202213773,20233586,202021233,20222257",Sudah Dikirim
TC8284,TR8284,C826,PT Karya Makmur,Business Development Intern,Magang,"Ilmu Komunikasi, Ekonomi Pembangunan",Closed,2024-06-30,2024-07-16,4,6,"20236249,20211887,202110839,20216946,20235376,202010461",Sudah Dikirim
TC8285,TR8285,C901,PT Mandiri Sentosa,Curriculum Developer,Magang,"Pendidikan Teknik Informatika, Psikologi",Submitted,2024-07-09,2024-07-29,5,6,"20225972,20211286,202323264,20232869,20216924,202023252",Sudah Dikirim
TC8286,TR8286,C690,PT Esa Informatika,Data Analyst,Magang,"Manajemen, Ekonomi Pembangunan",Shortlisted,2024-06-08,2024-06-14,2,3,"202213980,202122008,202321565",Sudah Dikirim
TC8287,TR8287,C319,PT Esa Data,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",Closed,2024-03-04,2024-03-22,3,4,"202021831,202218141,20225646,202324935",Sudah Dikirim
TC8288,TR8288,C621,PT Bakti Systems,Store Supervisor Intern,Full-time,Manajemen,On Review,2024-02-19,2024-02-24,1,3,"202312205,202323883,20210344",Sudah Dikirim
TC8289,TR8289,C859,PT Nusa Karya,IT Support,Magang,"Teknik Elektro, Pendidikan Teknik Informatika",Shortlisted,2024-07-05,2024-07-21,3,4,"20224784,201921975,20210698,20231464",Sudah Dikirim
TC8290,TR8290,C910,PT Karya Logistik,Business Analyst,Magang,"Statistika, Sistem Informasi",On Review,2024-06-14,2024-06-22,3,3,"202320068,20213712,20217677",Sudah Dikirim
TC8291,TR8291,C1490,CV Bina Bersama,Visual Merchandiser Intern,Magang,Desain Komunikasi Visual,On Review,2024-03-02,2024-03-20,3,4,"20205941,202211773,202218835,202311168",Sudah Dikirim
TC8292,TR8292,C1006,CV Makmur Logistik,Production Engineer Intern,Magang,"Teknik Industri, Teknik Mesin",Closed,2024-02-19,2024-02-23,2,4,"202324815,202017005,202214689,20239192",Sudah Dikirim
TC8293,TR8293,C1171,CV Prima Kreatif,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2024-05-18,2024-05-30,2,3,"202124911,202316921,202015414",Sudah Dikirim
TC8294,TR8294,C1152,CV Mega Sentosa,Agricultural Engineer Intern,Full-time,Agroteknologi,Closed,2024-05-17,2024-05-21,5,8,"202012025,202021358,202216396,202010941,202024742,20196075,202122039,202314983",Sudah Dikirim
TC8295,TR8295,C1491,CV Sinergi Kreatif,Full Stack Developer,Part-time,"Informatika, Sistem Informasi",On Review,2024-06-15,2024-06-23,2,4,"202323412,202014730,20215302,201912109",Sudah Dikirim
TC8296,TR8296,C1073,CV Makmur Data,Production Engineer Intern,Magang,"Teknik Industri, Teknik Mesin",Closed,2024-04-13,2024-04-19,2,3,"202322081,202214808,202111852",Sudah Dikirim
TC8297,TR8297,C958,PT Jaya Logistik,UI/UX Designer,Magang,"Sistem Informasi, Informatika",On Review,2024-06-11,2024-06-15,1,3,"202113175,20228299,202124640",Sudah Dikirim
TC8298,TR8298,C824,CV Indo Analitika,Warehouse Staff,Magang,"Teknik Industri, Manajemen",Closed,2024-04-12,2024-04-16,5,7,"201913848,20226944,202114886,202118734,202018203,20228929,20190139",Sudah Dikirim
TC8299,TR8299,C959,CV Nusa Bersama,HR Intern,Part-time,"Psikologi, Manajemen",Shortlisted,2024-04-14,2024-04-24,2,4,"202122875,202313058,20214153,202223817",Sudah Dikirim
TC8300,TR8300,C352,PT Bumi Konsultan,QA Engineer,Magang,"Informatika, Sistem Informasi",Closed,2024-04-03,2024-04-12,2,4,"202114058,20213893,20228299,202224903",Sudah Dikirim
TC8301,TR8301,C1397,CV Bakti Informatika,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Submitted,2024-04-30,2024-05-04,1,2,"202316918,202214896",Sudah Dikirim
TC8302,TR8302,C1370,CV Solusi Karya,IT Support,Magang,"Informatika, Teknik Elektro",Shortlisted,2024-04-30,2024-05-20,3,4,"20206348,202011755,202311748,202315197",Sudah Dikirim
TC8303,TR8303,C803,PT Cakra Terapan,NOC Technician,Full-time,"Informatika, Teknik Elektro",Shortlisted,2024-06-17,2024-06-28,1,1,202022743,Sudah Dikirim
TC8304,TR8304,C910,PT Karya Logistik,Research Associate,Magang,Teknik Mesin,Shortlisted,2024-05-29,2024-06-14,2,5,"20215043,202221412,20234889,201916904,20224941",Sudah Dikirim
TC8305,TR8305,C136,PT Jaya Perkasa,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",Closed,2024-03-24,2024-04-13,1,3,"202116627,202124051,201915511",Sudah Dikirim
TC8306,TR8306,C741,CV Sentosa Karya,Business Development Intern,Part-time,"Manajemen, Ilmu Komunikasi",Closed,2024-05-06,2024-05-10,3,3,"202223173,20232196,202120382",Sudah Dikirim
TC8307,TR8307,C409,PT Sinergi Gemilang,Frontend Developer,Magang,"Informatika, Sistem Informasi",Closed,2024-02-01,2024-02-22,4,5,"20239994,202319903,202220853,20218131,202322051",Sudah Dikirim
TC8308,TR8308,C626,PT Jaya Terapan,Marketing Staff,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Submitted,2024-07-25,2024-08-01,2,3,"201918231,202220587,202315339",Sudah Dikirim
TC8309,TR8309,C1176,CV Cipta Bersama,Data Analyst,Magang,"Statistika, Informatika",Closed,2024-05-14,2024-05-29,3,5,"20212492,202320784,20221311,202215577,202217226",Sudah Dikirim
TC8310,TR8310,C118,PT Gemilang Informatika,Mechanical Engineer Intern,Magang,Teknik Mesin,Shortlisted,2024-02-18,2024-02-27,4,6,"20208635,202222691,202324678,20206431,20212474,202214702",Sudah Dikirim
TC8311,TR8311,C676,CV Graha Data,IT Support,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",Draft,2024-07-13,,2,0,,Belum Dikirim
